,sentiment,text
6735,1,My Monday has been going extremely well. Not what I expected at all! 
6736,0,"11 hours.  Now errands,the gym,  2 conference calls, then me time. Hopefully."
6737,0,sitting here eating my donuts scratching my head feeling a little disgruntled wondering why @BrianMcnugget un-followed me  maybe I am ...
6738,1,"@Inkognegro Not really but I don't like most kids movies, so I'm not the one to really ask. The Kid says I don't have a heart. "
6739,1,@Vanilla_Kiss @SignoraJay @MzGoodyGoodz @MsButterflySC @RachelRoth @headhoot19 @Jaicenia @Kellc13 @MissSididdy Thanks 4 the #prayers! 
6740,1,@Schofe can't afford chairs in your house then huh? perhaps you need to go into politics....  
6741,0,"Most of my mates are complaining, they don't like the new V. They want her back. Hmmmm they want the suffer V instead of happy V. "
6742,1,@vinny_vegas @dannykurily @AlexAllTimeLow @JackAllTimeLow @riandawson @zackalltimelow SINGALONG @ PRINCESS THEATRE! 2pm on June 3. DO IT 
6743,1,@Georgiee_Porgie oh its only an hour LOL and u can still dm 
6744,1,@rayjudy thanks babe! 
6745,0,@DanielFielding Same! And big moths and wasps and just insects in general HAHA I hate them 
6746,1,@GoTravel24 which explains why i did so (cough) well at Geography..!  
6747,1,@StephenForce Good morning! Be careful with those media flights! People are almost dying of extreme jealousy. 
6748,1,@kateyy__  dooo itttt   its sooo funny! but old people love it! lmfao x
6749,1,@BrittanyASnow lmao i woulda went then too. mm chinese food sounds yummy 
6750,0,"@kateyy__ Lmfao, I laughed, and cried, and now I'm annoyed coz I can't find my fucking CD!!!  lmfao."
6751,1,@counternotions @raymondpirouz was going to google ascii porn as a j/k but wanted to keep it clean 
6752,1,"@StephenRinaldo  Indeed! Some workers just totally fly under the radar, hey?  Must have been a very interesting industry to work in..."
6753,1,@juanamyupangco That's better than nothing right? You'll get back into it after Oct 31 I'm sure 
6754,1,"@DebbieFletcher a pity, was amazing! comes here the next time! u know any place here? i live in espirito santo, here is cool but's small! "
6755,1,@jennytsang haha lol the funny thing in tennis is the noise they make when they hit the ball 
6756,1,two votes 
6757,1,"I've been playing around with my Canon S3 IS and #chdk. Now to pop the card out, and clone it across all my memory cards. "
6758,1,@Shinealious 
6759,1,"@salandpepper Great, thanks  2 more days of work.. then holiday! Twitter withdrawals will be severe.. but will drink through them.. lol"
6760,1,"@MakeupbyMel Good, how are you, Mel? "
6761,1,@sidonath or B&amp;H 
6762,1,@Alyalz hey i love burning up book tour too 
6763,0,@Figmom The biggest problem with fun parties like that is the clean up the next day 
6764,1,@zzzValzzz Sales are #goodnews ! We should celebrate every1  Wishing u  a wonderful time 2 rest of yur day. I'm rushing off to teach soon
6765,0,Mp pet results to be declared today evening or tomorow morning  more to w8
6766,1,"@sweet_italian15 OH nvm I know what ur talkin bout. The clips r from movies and/or tv shows that DDUB did, not real life kisses hehe "
6767,1,@aduvall818 I am going to get chicken and bacon ranch on italiam herbs and cheese  haha so healthy
6768,0,Just found out my youngest sis's kitten died. Oh man! She couldn't stop crying. 
6769,0,http://twitpic.com/7qclf - From February.. I miss my really long hair. 
6770,0,"@missflipflop sry, I just got a little emotional when I read his tweet. wld have liked 2 be on the cruise, just not feasible at the time "
6771,1,"@sofdlovesbsb lol that was funny though, a good freudian slip!  I g2g for now tho bbl"
6772,1,Express has really cute jeans for your butt. And that goes for both guys &amp; girls. 
6773,1,"@torilovesbradie haha really? I'm not watching at the moment, I'm watching borat on channel 10 "
6774,1,uploading pics 
6775,0,"@dreamer7231 I wish I could say Outlander [Cross Stitch]  I'd love to see a movie of it! There are some vids on youtube just...wow,though."
6776,0,"but to aggregate uplink, i must  #barcampbkk3"
6777,0,aww .. use this on films buh u never think that will happen in real life ... if only they had got on that bus  !!
6778,1,"@alexandramusic it got all sunny, just for you  great to see you back- no more time difference! No more stayin up till 2! hehe. jet lag?"
6779,0,i'm awake. it's too earlyyyyyy 
6780,0,@19fischi75 a day without u..... 
6781,0,"@aianna21 I want twin time  And boo friends. That's the worst thing ever, when you're caught in the middle."
6782,1,wearing my I&lt;3NY tshirt  ready for school.. in a sec ;P ttyl(: @shaunmichaelb go to bed.;P love you. xox
6783,0,@Shaun_R I'm here with @woosang  &amp; @gunzel412. Would have been nice to have @frozen85 here too 
6784,1,I'm home tweeps. What's up? 
6785,0,@jamescantbeseen IMY2! I'm still sick. Sicker than yesterday. 
6786,1,"@Beela_arg hahahaha yes so mush ;/ , yayyy i wanna the face "
6787,0,Noooo my lines been disconnected 
6788,1,"@Saffiter Nope, in a money tin.  I'm saving all the gold coins I get."
6789,0,@purplefangs awww!!! Its sad  how fuck up that was?? 
6790,1,"@SandiNJ Doing great, Sandi! How are you? "
6791,1,"@Odegard yikes, no! Why skydiving? What did I say? "
6792,1,@taubin Nice. Thanks for that 
6793,1,"right, quick bite of lunch, then back to the sea with me !!  "
6794,0,@AmILosingIt010 I know right...   I felt like crying yesterday
6795,0,"Its gonna cost me about R20 000 to get to where i wanna go, where the grass is always green, the city of angels, Los Angeles california. "
6796,1,"ilovegoogle, move up by 1  72. blogtopsites.com"
6797,0,"Anyone know @theDebbyRyan's SayNow number? I had it, and @mitchelmusso's, but they got erased, along with @jonasbrothers'... "
6798,1,oh it's so clever it automatically post itself on twitter 
6799,1,@AlexAllTimeLow @JackAllTimeLow @riandawson @zackalltimelow thanks for doing the signing today  cant wait for the show tomorrow 
6800,1,I've decided that im going to go to pastry school  so stoked 
6801,1,@letter2twilight Tell Sam I said &quot;Hi&quot; and ask if he misses my mesmerizing eyes. 
6802,1,@FrankSchuil Oh okay. Big Furry Dog is relaxing outside in the cool night air.  It was too warm inside. 
6803,1,Don't cry over spilled wine 
6804,0,my feet have blisters cos ive been running around in heels.  *shakes fist at semi annual sale.
6805,1,@MariJonesMcFly you are? Congratulations then! haha. oh okay. It's nearly midnight here anyway. Bye. Lovely chatting with you. 
6806,0,@liebermans can't  meeting soon and another at 3. rain check please! we do need to meet!
6807,0,@shaundiviney we cant ALL come. its a competition and only the winners go 
6808,1,h @mrallenakaneo  that's true @MarioSoulTruth  has mad talent   and that's why i'm such a big fan ..his voice moves me 
6809,1,@Wendywitwoo Must say again how fantastic  your work is!  x
6810,1,"@DROStreetTeam09 oh, ok!!! LoL sorry...I was just curious!!!  you'll never know something unless u ask...right???"
6811,1,@KatieMcGinn Loved it!!! Hilarious  Lovin me some Bradley Cooper!!!
6812,1,"Holy crap, it's been the whole team the entire time! What day is it at the field??? Haha "
6813,1,"@kushanmitra my wife stayed there, thats a fab place "
6814,1,#shaunjumpnow#shaunjumpnow#shaunjumpnow#shaunjumpnow #shaunjumpnow#shaunjumpnow#shaunjumpnow#shaunjumpnow #shaunjumpnow#shaunjumpnow 
6815,1,Please No More fake hugs and handshakes  The hate is all I need lol
6816,1,@PookieB ::Snickering:: Gotta keep your flirt machine well oiled--and take it out for a drive every once in a while 
6817,1,(@Tigen) Testing out Twitter coz the media wont shut up about it.....if you dont hear from me ever again try facebook 
6818,1,Morning bb's  i think rob is in hotel with her love LOL
6819,0,@_elliee @angelashushan I'm having so much shit with the people I'm going with and I can't be bothered with it 
6820,1,@inworship Check out No Doubt...Adrian pretty much plays in a thong and a mohawk 95% of the time 
6821,1,"http://twitpic.com/6g2ro @BeShayBe at Fire!!! Free Henn, free shrimp, free steak, etc... Can't beat this!!! "
6822,0,@wazza12 Does not work on Macs 
6823,0,@stinginthetail I asked JB and they said they couldn't take back anything that's been opened! I spose that's if it's not faulty 
6824,0,@surewhynot A third? Damnit at work I need a second.  I feel like I'm working with one arm cut off here.
6825,0,@butchertime I'm jealous - I want to be there   xx
6826,1,Figured I would do some cutie pie cards ranging from Sister to Half Sister cover all I think... http://www.zazzle.com/moonlake  sooo cute 
6827,1,"@BradleyF81 I'm good today. It's sunny, I'm feelin good...  How about you?"
6828,1,REALLY REALLY hopes you say yes  ...{positive energy}
6829,1,@rickoshea Always  Will pass it on to friends and family too.
6830,1,@ShredderFeeder lol! last time i heard that's about ... 10 
6831,1,Going for a nap since didn't get any sleep tweet dreams American tweeters LOL 
6832,1,"Texting @ameeraaa__ and @fuzzmabob. Though @fuzzmabob kind of dies. I CAN TEXT AT YOU, TOO!! "
6833,1,@lilahmcfly Thats nice of you  Why do you think they hate Israel? Did they say anything bad about Israel? X
6834,1,@estoni oooooh *clap clap clap* That's goood! i shall bring my baby for lessons 
6835,0,@SomeKuwaitiya exactly bss ana amwa9ell oo ma darast 3adel so I'm kicking my self for that 
6836,0,"@bigfatphoenix , @AaruC: *sigh* No one takes responsibility these days. Not the BJP leadership, not my friends... "
6837,1,"Home! Friends! Woo! I'm going to call them later. Barcelona was beautiful, but I'm happy to be here  I just read a bunch o' twitter up..."
6838,1,@lotay Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
6839,0,@rebekaaa they never are 
6840,0,@MrPaulEvans yeahhh...  lol
6841,1,@tiahakim First time out in days? Hehe same here! Hope your paper went well! 
6842,0,@vegan_freak jack died. I need a new fishy. 
6843,1,@Woth2982 LOL!!! Ur pretty good w/that iPhone 
6844,1,haha ive just seen a funny heart pattern boy socks lol 
6845,1,@mileycyrus HI  I've seen HANNAH MONTANA the Movie today for the 1st time+I thought I GIVE YOU a lil FEEDBACK.It's gonna take some tweets.
6846,1,@mikewilke yes  the grove was beautiful - I'm so glad I found it!
6847,0,@sofuknhollywod but at least it's for my dad so I'm sure he will reinsburs me i hope sigh  Im staying @ da penthouse tonight yay!
6848,1,going to see the new episode of JONAS! 
6849,1,@lewisusher i have been told i give very good hugs 
6850,0,"@technclrninjoe i think thats what he is going for but he didnt have time to scan, do photo shop and stuff before work "
6851,0,"@Denyalle Yes, but why you want to put a disclaimer? This is too complicated for me!! I Don't know if I can do it!!!! "
6852,0,@jenniferdodd and i miss swt too  it will at least be nice to be on campus one night a week - until i get sick of the drive.
6853,0,and still no sign of my twenty dollar bill and/or my scissors. :\ if only my memory were better... :\ 
6854,0,i drank too much soda...my stomach hurts 
6855,0,@Elliethinks  i have failed yet again 
6856,1,off to bed now... bye everyone. God Bless us all always... 
6857,0,"@dannymcfly update already  oh , perform in Singapore some day please."
6858,0,@TheByrne_x me too 
6859,1,chatting with my dad 
6860,0,@nicole_b86 a think a might leave a coment like whats the point in even explaining yourself aha a really want a celeb to coment back 
6861,1,@iLoveNickJ4LIFE willy wonka  ~ hbu?
6862,1,"@troika90 thanks!No im meeting @jonniemcfly  i'm meeting Idapida, Tine, Katrine and Emma (Maybe Marthe.. I dont know who else) tomorrow"
6863,1,http://twitpic.com/5dgzm - cat helping study again  #cutecats
6864,0,Its been almost a month since my birthay an yet no word from you! I dont know y I trusted u an let u in my life! Knew this would happen! 
6865,0,I cannot sleep AT ALL. 
6866,1,@jonasbrothers http://twitpic.com/3ol72 - omg i cannot wait! i loveee it  love you guysss. xo
6867,0,@Lauren_Hannah  uh ohh. ask that one guy who helped you the first time!! i forget his name..lol.
6868,0,@moemasri oic.too bad  dec?insyallah.mcm best je.gotta pujuk my mum so that she'll send me there.=p
6869,0,"@CA_Young ... *bangs head on desk* thanks for clarifying; all words that come to mind right now are expletives, shan't subject you to it "
6870,1,@MoodleDan c:\windows\system32\winlogon.exe  lots of drama if that's corrupt 
6871,1,@firehoppr Greetings - hope you are doing well  -- LJ is best place to get to know me ID is lupestripe. Have MSN and YIM too
6872,0,Editing my draft posts plus posting a new blogpost on my blogspot. I haven`t updated it na 
6873,0,"Damn, the revised Macbook Pro 13&quot; really has me wanting one. The SD card reader and larger battery appeal to me. "
6874,0,YouTube is DOWN  PANIC!
6875,1,"@moose2911 I am really happy to hear you are so pumped with your day.  Love those days, ya know?  "
6876,0,@FireFly74 Awww  I dont mind. I have microwave facilities in my kitchen 
6877,0,@langfordperry is it the celebs reading autobiographies thingie: &quot;in their own words&quot;? guess so... wish i could be there 
6878,1,@darrylwg You are right. She makes Pelosi look brilliant. I'm kinda like a cat batting the mouse around before finishing it off 
6879,0,#inaperfectworld N0 0NE W0UlD HAVE b.0.  [EEEEk!!!]
6880,1,@deniiise13 Nice.  I will see you on tv. 
6881,0,I'm shaking really hard! Look at Joe.  Definitely i have the best idols EVER. â¥
6882,1,"@bb_nation mum told me &quot;never say never&quot; but I do not think I'll buy N97. Too weak hardware and unsexy UI - Plus, OVEEERRR PRICED  IMHO"
6883,0,@StDAY Damn. It's been rainy and in the 50s and 60s here all weekend. 
6884,1,"@Amalari  congrats. You are on that list!  Happy Sunday, btw. "
6885,1,@tonfue just going to drink ur coffee and not say &quot;thanks for the eye burn last night cuz!!&quot;??? 
6886,1,@Jonasbrothers 8 DAYS BOYS. 8DAYS AND I GET  TO SEE YOU AGAIN. i miss you guys. iloveyouALL. Kevin i want your corner. 
6887,1,"@fudgecrumpet Much better, feel revitalized. Thanx "
6888,0,".@russfan101b Yeah, suicide apparently. Just too sad. He actually had a positive effect on me when he was &quot;Grasshopper&quot; "
